Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Status
acc--pata-split-cromada,nan: Pata Split Cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-SPLIT-CROMADA,88000.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,32000.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,77000.0,shopify,9999,deny,active
acc--5,nan: 5,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5,146000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,206000.0,shopify,9999,deny,active
acc--pata-luna-cromada,nan: Pata Luna cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-LUNA-CROMADA,33000.0,shopify,9999,deny,active
acc--blanco,nan: Blanco,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BLANCO,800.0,shopify,9999,deny,active
acc--con-rejilla,nan: Con rejilla,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-REJILLA,15000.0,shopify,9999,deny,active
acc--con-rejilla-universittaria,nan: Con Rejilla Universittaria,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-REJILLA-UNIVERSITTARIA,15000.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,39140.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,88150.0,shopify,9999,deny,active
acc--5,nan: 5,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5,200000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,276000.0,shopify,9999,deny,active
acc--blanco,nan: Blanco,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BLANCO,8000.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,92000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,258000.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,63000.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,135000.0,shopify,9999,deny,active
acc--5,nan: 5,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5,248000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,344000.0,shopify,9999,deny,active
acc--pata-luna-cromada,nan: Pata luna cromada ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-LUNA-CROMADA,45500.0,shopify,9999,deny,active
acc--pata-split-cromada,nan: Pata split cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-SPLIT-CROMADA,57330.0,shopify,9999,deny,active
acc-extra-revistero,EXTRA: Revistero ,Accesorio opcional de tipo EXTRA proveniente de Magento.,Magento Import,EXTRA,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-REVISTERO,90000.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,77000.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,170000.0,shopify,9999,deny,active
acc--5,nan: 5,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5,280000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,390000.0,shopify,9999,deny,active
acc--pata-luna-cromada,nan: pata luna cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-LUNA-CROMADA,45500.0,shopify,9999,deny,active
acc--pata-split-cromada,nan: pata split cromada ,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PATA-SPLIT-CROMADA,57330.0,shopify,9999,deny,active
acc-adicionales-cabecero,Adicionales: Cabecero,Accesorio opcional de tipo Adicionales proveniente de Magento.,Magento Import,Adicionales,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CABECERO,18500.0,shopify,9999,deny,active
acc--con-brazos,nan: Con Brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS,26500.0,shopify,9999,deny,active
acc--con-brazos,nan: Con Brazos,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-BRAZOS,27000.0,shopify,9999,deny,active
acc--4-patas-cromadas,nan: 4 Patas Cromadas,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,0.0,4400.0,shopify,9999,deny,active
acc-opcionales-ruedas-desmopan,Opcionales : Ruedas desmopan ,Accesorio opcional de tipo Opcionales  proveniente de Magento.,Magento Import,Opcionales ,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-RUEDAS-DESMOPAN,9750.0,shopify,9999,deny,active
acc--par-de-brazos-negros,nan: Par de Brazos Negros,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PAR-DE-BRAZOS-NEGROS,27000.0,shopify,9999,deny,active
acc--par-de-brazos-negros,nan: Par de Brazos Negros,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PAR-DE-BRAZOS-NEGROS,28000.0,shopify,9999,deny,active
acc--120-cm-ancho-x-60-cm-profundidad,nan: 120 cm Ancho x 60 cm Profundidad,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-120-CM-ANCHO-X-60-CM-PROFUNDIDAD,10200.0,shopify,9999,deny,active
acc--130-cm-ancho-x-60-cm-profundidad,nan: 130 cm Ancho x 60 cm Profundidad,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-130-CM-ANCHO-X-60-CM-PROFUNDIDAD,19500.0,shopify,9999,deny,active
acc--140-cm-ancho-x-60-cm-profundidad,nan: 140 cm Ancho x 60 cm Profundidad,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-140-CM-ANCHO-X-60-CM-PROFUNDIDAD,28800.0,shopify,9999,deny,active
acc--150-cm-ancho-x-60-cm-profundidad,nan: 150 cm Ancho x 60 cm Profundidad,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-150-CM-ANCHO-X-60-CM-PROFUNDIDAD,38000.0,shopify,9999,deny,active
acc--160-cm-ancho-x-60-cm-profundidad,nan: 160 cm Ancho x 60 cm Profundidad,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-160-CM-ANCHO-X-60-CM-PROFUNDIDAD,48000.0,shopify,9999,deny,active
acc--170-cm-ancho-x-60-cm-profundidad,nan: 170 cm Ancho x 60 cm Profundidad,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-170-CM-ANCHO-X-60-CM-PROFUNDIDAD,58000.0,shopify,9999,deny,active
acc-opcion-cuero-natural-color-a-eleccion,Opcion Cuero Natural: Color a Eleccion,Accesorio opcional de tipo Opcion Cuero Natural proveniente de Magento.,Magento Import,Opcion Cuero Natural,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-COLOR-A-ELECCION,222560.0,shopify,9999,deny,active
acc--base-cromada,nan: Base Cromada,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BASE-CROMADA,188000.0,shopify,9999,deny,active
acc-opcional-tapiz-cuero-natural-consultar-colores-disponibles,Opcional: Tapiz Cuero Natural (Consultar Colores Disponibles),Accesorio opcional de tipo Opcional proveniente de Magento.,Magento Import,Opcional,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-TAPIZ-CUERO-NATURAL-CONSULTAR-COLORES-DISPONIBLES,233000.0,shopify,9999,deny,active
acc-opcional-tapiz-cuero-natural-consultar-colores-disponibles,Opcional: Tapiz Cuero Natural (Consultar Colores Disponibles),Accesorio opcional de tipo Opcional proveniente de Magento.,Magento Import,Opcional,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-TAPIZ-CUERO-NATURAL-CONSULTAR-COLORES-DISPONIBLES,300000.0,shopify,9999,deny,active
acc--ancho-39cm-x-profundidad-50cm-x-altura-60cm,nan: Ancho 39cm x Profundidad 50cm x Altura 60cm,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-ANCHO-39CM-X-PROFUNDIDAD-50CM-X-ALTURA-60CM,4500.0,shopify,9999,deny,active
acc--con-cubierta-metálica,nan: Con Cubierta Metálica,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-CON-CUBIERTA-METÁLICA,9700.0,shopify,9999,deny,active
acc--13-mts-ancho-x-60-cm-profundidad,"nan: 1,3 mts Ancho x 60 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-13-MTS-ANCHO-X-60-CM-PROFUNDIDAD,9200.0,shopify,9999,deny,active
acc--14-mts-ancho-x-60-cm-profundidad,"nan: 1,4 mts Ancho x 60 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-14-MTS-ANCHO-X-60-CM-PROFUNDIDAD,17700.0,shopify,9999,deny,active
acc--15-mts-ancho-x-70-cm-profundidad,"nan: 1,5 mts Ancho x 70 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-15-MTS-ANCHO-X-70-CM-PROFUNDIDAD,70100.0,shopify,9999,deny,active
acc--16-mts-ancho-x-70-cm-profundidad,"nan: 1,6 mts Ancho x 70 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-16-MTS-ANCHO-X-70-CM-PROFUNDIDAD,99900.0,shopify,9999,deny,active
acc--17-mts-ancho-x-70-cm-profundidad,"nan: 1,7 mts Ancho x 70 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-17-MTS-ANCHO-X-70-CM-PROFUNDIDAD,133000.0,shopify,9999,deny,active
acc-opcionales-2-cajoneras-móvil-laminada-3-cajones,Opcionales: 2 Cajoneras Móvil Laminada 3 Cajones,Accesorio opcional de tipo Opcionales proveniente de Magento.,Magento Import,Opcionales,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-2-CAJONERAS-MÓVIL-LAMINADA-3-CAJONES,433000.0,shopify,9999,deny,active
acc--26-mts-ancho-x-12-mts-profundidad-puesto-de-13-mts-ancho-por-60-cm-profundidad,"nan: 2,6 mts Ancho x 1,2 mts Profundidad (Puesto de 1,3 mts ancho por 60 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-26-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-13-MTS-ANCHO-POR-60-CM-PROFUNDIDAD,16600.0,shopify,9999,deny,active
acc--28-mts-ancho-x-12-mts-profundidad-puesto-de-14-mts-ancho-por-60-cm-profundidad,"nan: 2,8 mts Ancho x 1,2 mts Profundidad (Puesto de 1,4 mts ancho por 60 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-28-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-14-MTS-ANCHO-POR-60-CM-PROFUNDIDAD,32000.0,shopify,9999,deny,active
acc--30-mts-ancho-x-14-mts-profundidad-puesto-de-15-mts-ancho-por-70-cm-profundidad,"nan: 3,0 mts Ancho x 1,4 mts Profundidad (Puesto de 1,5 mts ancho por 70 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-30-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-15-MTS-ANCHO-POR-70-CM-PROFUNDIDAD,92200.0,shopify,9999,deny,active
acc--32-mts-ancho-x-14-mts-profundidad-puesto-de-16-mts-ancho-por-70-cm-profundidad,"nan: 3,2 mts Ancho x 1,4 mts Profundidad (Puesto de 1,6 mts ancho por 70 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-32-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-16-MTS-ANCHO-POR-70-CM-PROFUNDIDAD,138000.0,shopify,9999,deny,active
acc--34-mts-ancho-x-14-mts-profundidad-puesto-de-17-mts-ancho-por-70-cm-profundidad,"nan: 3,4 mts Ancho x 1,4 mts Profundidad (Puesto de 1,7 mts ancho por 70 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-34-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-17-MTS-ANCHO-POR-70-CM-PROFUNDIDAD,204400.0,shopify,9999,deny,active
acc-opcionales-4-cajoneras-móvil-laminada-3-con-cajones,Opcionales: 4 Cajoneras Móvil Laminada 3 con Cajones,Accesorio opcional de tipo Opcionales proveniente de Magento.,Magento Import,Opcionales,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4-CAJONERAS-MÓVIL-LAMINADA-3-CON-CAJONES,860000.0,shopify,9999,deny,active
acc--39-mts-ancho-x-12-mts-profundidad-puesto-de-13-mts-ancho-por-60cm-profundidad,"nan: 3,9 mts Ancho x 1,2 mts Profundidad (Puesto de 1,3 mts ancho por 60cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-39-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-13-MTS-ANCHO-POR-60CM-PROFUNDIDAD,44400.0,shopify,9999,deny,active
acc--42-mts-ancho-x-12-mts-profundidad-puesto-de-14-mts-ancho-por-60cm-profundidad,"nan: 4,2 mts Ancho x 1,2 mts Profundidad (Puesto de 1,4 mts ancho por 60cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-42-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-14-MTS-ANCHO-POR-60CM-PROFUNDIDAD,57500.0,shopify,9999,deny,active
acc--45-mts-ancho-x-14-mts-profundidad-puesto-de-15-mts-ancho-por-70cm-profundidad,"nan: 4,5 mts Ancho x 1,4 mts Profundidad (Puesto de 1,5 mts ancho por 70cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-45-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-15-MTS-ANCHO-POR-70CM-PROFUNDIDAD,172500.0,shopify,9999,deny,active
acc--48-mts-ancho-x-14-mts-profundidad-puesto-de-16-mts-ancho-por-70cm-profundidad,"nan: 4,8 mts Ancho x 1,4 mts Profundidad (Puesto de 1,6 mts ancho por 70cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-48-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-16-MTS-ANCHO-POR-70CM-PROFUNDIDAD,250000.0,shopify,9999,deny,active
acc--51-mts-ancho-x-14-mts-profundidad-puesto-de-17-mts-ancho-por-70cm-profundidad,"nan: 5,1 mts Ancho x 1,4 mts Profundidad (Puesto de 1,7 mts ancho por 70cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-51-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-17-MTS-ANCHO-POR-70CM-PROFUNDIDAD,347000.0,shopify,9999,deny,active
acc-opcionales-pack-6-cajoneras-móvil-laminada-3-con-cajones,Opcionales: Pack 6 Cajoneras Móvil Laminada 3 con Cajones,Accesorio opcional de tipo Opcionales proveniente de Magento.,Magento Import,Opcionales,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-PACK-6-CAJONERAS-MÓVIL-LAMINADA-3-CON-CAJONES,1290000.0,shopify,9999,deny,active
acc--13-mts-ancho-x-60-cm-profundidad,"nan: 1,3 mts Ancho x 60 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-13-MTS-ANCHO-X-60-CM-PROFUNDIDAD,9800.0,shopify,9999,deny,active
acc--14-mts-ancho-x-60-cm-profundidad,"nan: 1,4 mts Ancho x 60 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-14-MTS-ANCHO-X-60-CM-PROFUNDIDAD,18800.0,shopify,9999,deny,active
acc--15-mts-ancho-x-70-cm-profundidad,"nan: 1,5 mts Ancho x 70 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-15-MTS-ANCHO-X-70-CM-PROFUNDIDAD,74000.0,shopify,9999,deny,active
acc--16-mts-ancho-x-70-cm-profundidad,"nan: 1,6 mts Ancho x 70 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-16-MTS-ANCHO-X-70-CM-PROFUNDIDAD,105050.0,shopify,9999,deny,active
acc--17-mts-ancho-x-70-cm-profundidad,"nan: 1,7 mts Ancho x 70 cm Profundidad",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-17-MTS-ANCHO-X-70-CM-PROFUNDIDAD,140040.0,shopify,9999,deny,active
acc--26-mts-ancho-x-12-mts-profundidad-puesto-de-13-mts-ancho-por-60-cm-profundidad,"nan: 2,6 mts Ancho x 1,2 mts Profundidad (Puesto de 1,3 mts ancho por 60 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-26-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-13-MTS-ANCHO-POR-60-CM-PROFUNDIDAD,17500.0,shopify,9999,deny,active
acc--28-mts-ancho-x-12-mts-profundidad-puesto-de-14-mts-ancho-por-60-cm-profundidad,"nan: 2,8 mts Ancho x 1,2 mts Profundidad (Puesto de 1,4 mts ancho por 60 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-28-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-14-MTS-ANCHO-POR-60-CM-PROFUNDIDAD,33500.0,shopify,9999,deny,active
acc--30-mts-ancho-x-14-mts-profundidad-puesto-de-15-mts-ancho-por-70-cm-profundidad,"nan: 3,0 mts Ancho x 1,4 mts Profundidad (Puesto de 1,5 mts ancho por 70 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-30-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-15-MTS-ANCHO-POR-70-CM-PROFUNDIDAD,97700.0,shopify,9999,deny,active
acc--32-mts-ancho-x-14-mts-profundidad-puesto-de-16-mts-ancho-por-70-cm-profundidad,"nan: 3,2 mts Ancho x 1,4 mts Profundidad (Puesto de 1,6 mts ancho por 70 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-32-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-16-MTS-ANCHO-POR-70-CM-PROFUNDIDAD,144000.0,shopify,9999,deny,active
acc--34-mts-ancho-x-14-mts-profundidad-puesto-de-17-mts-ancho-por-70-cm-profundidad,"nan: 3,4 mts Ancho x 1,4 mts Profundidad (Puesto de 1,7 mts ancho por 70 cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-34-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-17-MTS-ANCHO-POR-70-CM-PROFUNDIDAD,215000.0,shopify,9999,deny,active
acc--39-mts-ancho-x-12-mts-profundidad-puesto-de-13-mts-ancho-por-60cm-profundidad,"nan: 3,9 mts Ancho x 1,2 mts Profundidad (Puesto de 1,3 mts ancho por 60cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-39-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-13-MTS-ANCHO-POR-60CM-PROFUNDIDAD,46500.0,shopify,9999,deny,active
acc--42-mts-ancho-x-12-mts-profundidad-puesto-de-14-mts-ancho-por-60cm-profundidad,"nan: 4,2 mts Ancho x 1,2 mts Profundidad (Puesto de 1,4 mts ancho por 60cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-42-MTS-ANCHO-X-12-MTS-PROFUNDIDAD-PUESTO-DE-14-MTS-ANCHO-POR-60CM-PROFUNDIDAD,60600.0,shopify,9999,deny,active
acc--45-mts-ancho-x-14-mts-profundidad-puesto-de-15-mts-ancho-por-70cm-profundidad,"nan: 4,5 mts Ancho x 1,4 mts Profundidad (Puesto de 1,5 mts ancho por 70cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-45-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-15-MTS-ANCHO-POR-70CM-PROFUNDIDAD,181000.0,shopify,9999,deny,active
acc--48-mts-ancho-x-14-mts-profundidad-puesto-de-16-mts-ancho-por-70cm-profundidad,"nan: 4,8 mts Ancho x 1,4 mts Profundidad (Puesto de 1,6 mts ancho por 70cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-48-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-16-MTS-ANCHO-POR-70CM-PROFUNDIDAD,258800.0,shopify,9999,deny,active
acc--51-mts-ancho-x-14-mts-profundidad-puesto-de-17-mts-ancho-por-70cm-profundidad,"nan: 5,1 mts Ancho x 1,4 mts Profundidad (Puesto de 1,7 mts ancho por 70cm profundidad)",Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-51-MTS-ANCHO-X-14-MTS-PROFUNDIDAD-PUESTO-DE-17-MTS-ANCHO-POR-70CM-PROFUNDIDAD,362000.0,shopify,9999,deny,active
acc--blanco,nan: Blanco,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-BLANCO,2800.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,39070.0,shopify,9999,deny,active
acc--4,nan: 4,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-4,88000.0,shopify,9999,deny,active
acc--5,nan: 5,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-5,192000.0,shopify,9999,deny,active
acc--6,nan: 6,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-6,264000.0,shopify,9999,deny,active
acc--3,nan: 3,Accesorio opcional de tipo nan proveniente de Magento.,Magento Import,,"accesorio-configurador, oculto",TRUE,Title,Default Title,ACC-3,88000.0,shopify,9999,deny,active
